景区名称,地区,景区等级,经度,纬度,
蟹螺堡子,四川,3A,102.2554326,29.20615116,
桂花湖景区,四川,3A,103.952602,30.0391133,
大云山景区,四川,3A,106.575156,30.5061699,
华蓥山峨凤岭森林农庄,四川,3A,106.860717,30.43871792,
岳池县乡愁园景区,四川,3A,106.3614553,30.58207288,
花香田园景区,四川,3A,104.674512,29.36840903,
会东县野租泉民俗生态度假区,四川,3A,102.6906657,26.51901411,
东汉醪糟旅游景区,四川,3A,107.309086,30.81561433,
绵阳市安州区环湖碧荷园景区,四川,3A,104.272886,31.51569289,
汉阳湖景区,四川,3A,103.4619242,30.04665901,
曾克寺景区,四川,3A,100.9878681,32.0925916,
西昌市西乡乡凤凰葡园旅游景区,四川,3A,102.184568,27.93036296,
国瑞皓峰景区,四川,3A,103.701177,29.93085797,
若尔盖热尔部落梅花鹿生态园景区,四川,3A,102.9155725,33.89411039,
乐山夹江千佛岩,四川,3A,103.5509935,29.75754338,
寿星谷景区,四川,3A,103.955808,30.28037006,
雅女湖有机农庄,四川,3A,103.0819316,29.62286797,
大竹县玉带河太极岛,四川,3A,107.236051,30.84962387,
筠连清溪沟景区,四川,3A,104.5571945,28.63377546,
金兰花谷,四川,3A,104.70905,28.92667077,
橘香小镇,四川,3A,104.845471,28.70064304,
南溪区月亮湾,四川,3A,105.0782754,28.84093608,
世界樟海-长滩樟林景区,四川,3A,104.4171453,28.95482147,
四川江安红岩柿子部落旅游景区,四川,3A,105.0670073,28.65063787,
长宁县竹海酒庄,四川,3A,104.9753769,28.42888558,
苦竹·天泉景区,四川,3A,104.6437981,28.77890892,
珙县石板溪娃娃鱼生态园,四川,3A,104.7618,28.19184297,
九子山旅游景区,四川,3A,105.1510846,28.18255404,
太安石林,四川,3A,105.0903714,28.26733477,
宜宾市屏山县四季果园景区,四川,3A,104.357619,28.79147405,
高县文武荷田景区,四川,3A,104.6107461,28.53715171,
大竹县花房子景区,四川,3A,107.1422259,30.59102252,
大竹县云峰茶谷旅游景区,四川,3A,107.283348,30.64125784,
幺麻子藤椒文化旅游景区,四川,3A,103.3395455,29.89432106,
眉山樱花博览园,四川,3A,103.9185772,30.08155562,
悦缘花谷景区,四川,3A,105.279129,30.02396825,
蓝逸情歌牧场旅游景区,四川,3A,101.8893905,29.99602859,
水桥村高原风情旅游景区,四川,3A,101.515161,30.04281225,
然央藏乡水寨景区,四川,3A,102.083087,30.561916,
中国白马鸡之乡—稻城所冲,四川,3A,99.70656604,31.68115957,
自龙特色民俗文化体验村景区,四川,3A,100.0218554,31.61264999,
培光精品旅游村寨,四川,3A,100.3162845,29.05093986,
乡城红军长征纪念馆红色旅游景区,四川,3A,99.80698,28.935419,
乡城噶丹桑披岭文化旅游景区,四川,3A,99.801185,28.94276906,
海螺沟磨岗岭中国最北彝寨景区,四川,3A,102.3169861,27.71790554,
梭坡旅游景区,四川,3A,101.9422649,30.85479757,
中路旅游景区,四川,3A,104.165306,30.82851887,
孔萨农庄旅游景区,四川,3A,100.0798866,31.59359269,
沟尔普麦粒神山旅游景区,四川,3A,100.3451901,29.87434592,
南充市南部县布拉格小镇,四川,3A,106.049089,31.29461285,
南充市蓬安县红豆村,四川,3A,106.2300986,31.01041053,
南充市仪陇县张思德纪念馆,四川,3A,106.3143942,31.28170017,
阆中市红军烈士纪念园,四川,3A,105.9830351,31.57252614,
西充县桃文化博览园,四川,3A,105.9889987,31.14282702,
西充县双龙桥中国有机生态循环第一村,四川,3A,105.8565063,31.09329619,
御翠草堂,四川,3A,103.9631384,30.64984855,
宣汉县荷塘明月景区,四川,3A,107.6633798,31.40147473,
会东县姜州花湖景区,四川,3A,102.4748226,26.56371673,
南阳山景区,四川,3A,106.33742,32.209876,
剑阁县化林大寨旅游区,四川,3A,105.7666062,31.90256183,
竹溪谷旅游景区,四川,3A,105.614938,32.33961009,
广元市昭化区太公红军山景区,四川,3A,105.8183597,32.0781265,
桃博园景区,四川,3A,105.9889987,31.14282702,
朝天区岭上荷塘景区,四川,3A,105.9945709,32.54902179,
成都佛罗伦萨小镇,四川,3A,103.8458713,30.81561527,
升庵故里文化小镇,四川,3A,103.6956517,31.14183466,
德昌县石房子度假山庄,四川,3A,102.260813,27.14701197,
凉山州德昌螺髻阳光度假村,四川,3A,102.2028247,27.45583285,
广元堡川矿记忆景区,四川,3A,102.3853506,29.21479786,
五彩荷园景区,四川,3A,104.6831985,29.34652439,
瑞鑫火箭湖旅游景区,四川,3A,104.860392,29.16445902,
银城花海,四川,3A,106.523509,30.51482591,
中国根书艺术馆,四川,3A,103.8287016,29.41375944,
绵竹汉旺地震遗址公园,四川,3A,104.1790612,31.45669399,
九寨县甘海子景区,四川,3A,103.7560298,33.24976337,
九寨县嫩恩桑措（神仙池）景区,四川,3A,103.6981673,33.38544448,
九寨县甲勿海景区,四川,3A,107.0578581,32.5598112,
松潘县奇峡沟冰雪欢乐景区,四川,3A,103.546707,32.94678011,
康定市色龙仙居旅游景区,四川,3A,102.0830872,30.5619156,
康定市鱼通土司官寨景区,四川,3A,102.224198,30.2321361,
康定市若吉民俗旅游村,四川,3A,103.4730805,30.42233195,
亚拉神山景区,四川,3A,101.6272246,30.53622064,
泸定县杵坭樱桃谷景区,四川,3A,102.238413,29.91346399,
九龙县伍须海-日鲁库旅游景区,四川,3A,101.4142055,29.15513492,
雅江县康巴汉子村,四川,3A,101.023511,30.03823429,
雅江县松茸文化旅游产业园区,四川,3A,101.1969391,30.06799468,
甘孜巴塘措普沟旅游景区,四川,3A,99.35508012,30.32204906,
得荣县瓦卡旅游区,四川,3A,99.31710235,28.23989007,
色达县翁达格萨尔藏寨景区,四川,3A,100.349903,32.27327907,
稻城县亚丁天街旅游区,四川,3A,100.2932729,28.46493846,
稻城县红草地景区,四川,3A,100.2398137,29.10919233,
色达县瓦须部落文化旅游景区,四川,3A,100.3491569,32.27358879,
仪陇县朱德铜像纪念园,四川,3A,106.4116084,31.5190635,
仪陇县黎明村旅游景区,四川,3A,106.4394667,31.50524766,
松潘县松州古城,四川,3A,103.6073424,32.65296901,
壤塘县棒托石刻公园,四川,3A,101.0658288,32.52643923,
壤塘县壤巴拉文化旅游景区,四川,3A,101.1830292,32.35310837,
茂县杨柳花村,四川,3A,103.736941,32.11911672,
茂县牛尾羌寨,四川,3A,103.7297202,32.13603703,
理县丘地-大沟景区,四川,3A,103.0002989,31.3857086,
理县米亚罗嘉绒风情景区,四川,3A,102.7978161,31.67912554,
安州区枣皮走廊·蝴蝶谷景区,四川,3A,104.298241,31.60919991,
翠屏区幸福·胡坝景区,四川,3A,104.5500231,28.83222423,
翠屏区翠屏山景区,四川,3A,104.6149143,28.77335264,
翠屏区金秋湖茶博园景区,四川,3A,104.7059159,28.9533384,
翠屏区赵一曼故居景区,四川,3A,104.509812,29.12720305,
叙州区春风里景区,四川,3A,104.2518193,28.93001787,
南溪区长江第一湾景区,四川,3A,104.9357493,28.77059322,
长宁县洪谟故里景区,四川,3A,104.9222531,28.58805884,
兴文县水泸坝景区,四川,3A,105.0618071,28.34341428,
兴文县凉水湾景区,四川,3A,105.189051,28.37292698,
若尔盖河它温泉谷景区,四川,3A,102.6940584,34.03741819,
安岳县千佛寨旅游景区,四川,3A,105.3205439,30.11131151,
乐至县四季果乡景区,四川,3A,104.962007,30.38521794,
西昌百花深沟景区,四川,3A,102.278842,27.84207499,
会理现代农业科技园,四川,3A,102.250056,26.61699597,
雷波县箐口苗寨景区,四川,3A,103.7136044,28.34039261,
大雅文化旅游景区,四川,3A,105.654317,28.74822199,
华蓥市君兰天下生态文化园,四川,3A,106.793507,30.41486693,
邻水县银鼎山公园,四川,3A,106.9358106,30.34258751,
邻水县缪氏庄园,四川,3A,107.0633293,30.47356601,
渠县文庙景区,四川,3A,107.1394645,31.06896567,
秀岭春天景区,四川,3A,104.2790035,30.55627968,
成都山玫瑰谷,四川,3A,107.4578381,31.12451301,
瑞福蚕桑乐园,四川,3A,107.3700674,31.00609404,
帝源生态农场,四川,3A,107.401577,30.93465472,
罗瑞卿纪念馆旅游景区,四川,3A,105.757094,31.5384121,
张澜纪念馆旅游景区,四川,3A,106.0848589,30.78985724,
保宁醋文化博览园旅游景区,四川,3A,105.992276,31.58629455,
名山区龙滩子景区,四川,3A,103.20102,30.1664351,
名山区红草坪景区,四川,3A,103.163845,30.14534919,
名山区蒙顶酒庄景区,四川,3A,103.1102355,30.11943638,
雨城区藏茶世界景区,四川,3A,102.953805,29.99416398,
米易县傈僳梯田景区,四川,3A,102.17055,26.81684098,
米易县枇杷生态园景区,四川,3A,102.05829,26.937342,
仁和区莲香布德景区,四川,3A,101.5667593,26.68157977,
仁和区迤沙拉历史文化景区,四川,3A,101.878344,26.22123402,
严道古城景区,四川,3A,102.82579,29.79612001,
南部县八尔湖景区,四川,3A,106.048628,31.15730987,
四川邛崃茶兰景区,四川,3A,103.5597984,30.87970257,
红仓·完美文创产业园,四川,3A,103.9445026,30.69489615,
猎塔湖景区,四川,3A,107.4653812,31.25969424,
独木岭牧俗文化体验景区,四川,3A,105.654317,28.74822199,
圣仙沟景区,四川,3A,98.85843494,31.96113101,
濯桑现代农业园旅游景区,四川,3A,100.3662906,29.69751742,
甘孜州博物馆,四川,3A,101.956499,30.00040861,
朱德总司令与五世格达活佛联谊塑像馆,四川,3A,100.001552,31.61844593,
多饶嘎目生态文化旅游产业园区,四川,3A,103.8673047,33.30260695,
措卡湖景区,四川,3A,100.140617,30.73822786,
红石山旅游景区,四川,3A,104.1417344,31.41343642,
拉龙措景区,四川,3A,99.87514915,31.25192218,
麦宿民族手工艺传承园,四川,3A,104.3430897,31.13570441,
康巴文化博览园景区,四川,3A,105.6283722,30.51473296,
玉龙拉措景区,四川,3A,99.12759278,31.86811616,
十八军窑洞群遗址,四川,3A,100.037418,31.61094496,
金马草原旅游区,四川,3A,100.381339,32.24220607,
拉日马石板藏寨旅游景区,四川,3A,105.654317,28.74822199,
博美山,四川,3A,100.17724,30.774649,
龙灯格萨尔草原旅游景区,四川,3A,101.3533295,30.73856309,
玉科草原旅游景区,四川,3A,101.187954,31.29380786,
康巴高原植物园,四川,3A,104.6756873,31.03845902,
黄猫垭红色文化旅游区,四川,3A,106.4101032,32.09368795,
荷塘明月景区,四川,2A,103.336739,30.28231201,
三岔湖景区,四川,2A,104.2757674,30.28286698,
绵阳富乐山景区,四川,2A,104.7913522,31.46750867,
内江资中重龙山,四川,2A,104.864763,29.78954095,
攀枝花鑫岛游乐城,四川,2A,101.7259645,26.52626096,
资阳乐至龙门报国寺,四川,2A,105.137459,30.34734373,
广安市肖溪古镇,四川,2A,106.8910866,30.69817452,
内江市隆昌古湖景区,四川,2A,105.241546,29.33940805,
高峰山景区,四川,2A,105.6562836,30.92164704,
遂宁大英县蓬莱公园,四川,2A,105.2566463,30.5825711,
天马山国家森林公园,四川,2A,106.903303,31.99949999,
中岩景区,四川,2A,103.8479619,29.76753624,
彭祖故里,四川,2A,103.9312968,30.22991839,
泸州市笔架山旅游区,四川,2A,105.7970917,28.81532882,
德阳段家大院子川西古民居园区,四川,2A,104.2358712,31.04361072,
绵阳市涪城区小桥村,四川,2A,104.7037288,31.56084758,
泸州市博物馆,四川,2A,105.4386134,28.87908842,
遂宁射洪县桃花山风景区,四川,2A,105.4212978,30.82119886,
南充营山县西月湖公园,四川,2A,106.5608299,31.08979273,
达州市宣汉县观音山森林公园,四川,2A,107.7053569,31.14948659,
宽窄巷子,四川,2A,104.059763,30.66993788,
泸州叙永县春秋祠,四川,2A,105.4472228,28.17444367,
天赐园,四川,2A,106.659076,30.52674289,
泸州市纳溪区普照山景区,四川,2A,105.5501843,28.5766159,
仪陇县龙神垭乡村旅游景区,四川,2A,106.3064436,31.25161856,
成都战役纪念馆,四川,2A,103.5085961,30.31305916,
成都市新津纯阳观景区,四川,2A,103.803175,30.42736661,
绵阳市碧水蓝天旅游景区,四川,2A,104.7227053,31.34577037,
绵阳市涪龙苑旅游景区,四川,2A,104.704442,31.57394992,
绵阳市盐亭县玉龙山旅游景区,四川,2A,105.6074847,31.23021154,
泸州市况场朱德旧居陈列馆,四川,2A,105.3163443,28.86495355,
广元市苍溪县新店子景区,四川,2A,105.954374,31.90682399,
盐边县国胜乡大笮风旅游基地,四川,2A,101.505557,27.10935295,
南充市大深南海旅游景区,四川,2A,106.5428511,30.84391645,
广安市岳池县中富农庄风景区,四川,2A,106.4567936,30.546834,
攀枝花市仁和公园旅游景区,四川,2A,101.747894,26.49162298,
米易县普威独树旅游新村旅游景区,四川,2A,101.9808048,27.03224535,
班庄旅游新村旅游景区,四川,2A,105.654317,28.74822199,
攀枝花市红格村旅游景区,四川,2A,101.9362986,26.53621009,
米易县海塔世外桃源旅游景区,四川,2A,102.0171387,26.94112455,
立新旅游新村旅游景区,四川,2A,104.253952,30.89687483,
涪城区晨曦森林度假村旅游景区,四川,2A,104.8193737,31.34522358,
乐山市蜀南茉莉香都旅游景区,四川,2A,103.901176,29.16263505,
继勋公园,四川,2A,105.705781,30.77076589,
南充市南部县庙子山飞龙生态旅游景区,四川,2A,105.929225,31.33858949,
高县可久红岩山旅游景区,四川,2A,104.4667684,28.38245751,
广安市蜜梨度假村旅游景区,四川,2A,106.839705,30.44172295,
广元市狮岭旅游景区,四川,2A,106.1073501,32.63701631,
米易县芭蕉箐旅游新村旅游景区,四川,2A,102.1286139,26.78018202,
板桥旅游新村旅游景区,四川,2A,104.470432,31.61341293,
片那立旅游新村旅游景区,四川,2A,101.7894925,26.33478209,
资阳市乐至县慈恩寺旅游景区,四川,2A,105.0366582,30.26791277,
攀枝花混撒拉旅游新村,四川,2A,101.8344371,26.44446039,
乐山市木鱼人家旅游景区,四川,2A,103.710313,29.62245903,
凉山州德昌半山印象生态园,四川,2A,102.115319,27.42008199,
攀枝花团山旅游新村景区,四川,2A,101.7431959,26.60015031,
攀枝花庄上旅游新村景区,四川,2A,101.7287373,26.50872417,
沙湾区叠翠坪休闲度假中心,四川,2A,103.5716794,29.46192025,
泸州乌木水寨,四川,2A,105.31796,28.70891099,
梦里水乡田园度假农场,四川,2A,103.8570351,30.94115781,
泸州启玉葡萄庄园,四川,2A,105.3087184,28.74992391,
四川易园园林艺术博物馆,四川,2A,104.0213805,30.7238704,
五月玫瑰四季庭苑,四川,2A,104.071658,30.69469283,
蜀国鹃都景区,四川,2A,103.871632,30.85219324,
都江堰市茶溪谷旅游景区,四川,2A,103.703884,31.07073788,
南充南部县莲花博览园旅游景区,四川,2A,105.8838754,31.29116866,
南充南部县寺外桃源旅游景区,四川,2A,105.678562,31.29336991,
自贡市艾叶古镇,四川,2A,104.69211,29.35834299,
内江市威远石板河景区,四川,2A,104.522015,29.72366098,
广元苍溪青龙农业旅游观光园,四川,2A,106.478031,32.01077897,
广元苍溪天新农业旅游观光园,四川,2A,105.9467055,31.74785308,
广元苍溪将军驿景区,四川,2A,105.9657075,31.73265142,
雅安汉源体育公园,四川,2A,102.6539601,29.3519263,
雅安雪山新村景区,四川,2A,102.518783,30.09708118,
宜宾市花漫岭景区,四川,2A,105.1447634,28.17882479,
马边县烟峰彝家新寨旅游景区,四川,2A,103.4725777,28.71421667,
马边县玛瑙苗寨旅游景区,四川,2A,105.587818,28.06191301,
泸州市古蔺县双沙镇白马景区,四川,2A,105.7268789,27.93579191,
大寨乡富民新村旅游景区,四川,2A,105.7701368,31.53783597,
泸州市水口杨梅林海景区,四川,2A,105.9822358,27.97721983,
泸州市马蹄镇甜橙庄园景区,四川,2A,105.4614085,29.27788759,
泸州市马嘶乡茶山果海景区,四川,2A,105.446348,28.17351012,
宜宾市大妙荷花景区,四川,2A,105.1808515,28.56524418,
宜宾市禅海原乡,四川,2A,104.9801446,28.84250098,
宜宾市兴泰生态园,四川,2A,104.806022,28.59393175,
宜宾市果城花乡景区,四川,2A,104.5223768,28.69100522,
南充市高坪橙乡烟山旅游景区,四川,2A,106.174552,30.80051787,
广元市利州区青岭稻香园景区,四川,2A,105.87307,32.43395911,
利州区菖溪河乡村生态旅游区,四川,2A,105.6436466,32.45252575,
广元市苍溪云台山景区,四川,2A,105.613604,32.31143303,
松林桃花山风景区,四川,2A,104.4429647,30.97408178,
成都松鼠部落森林假日公园,四川,2A,104.155784,30.41194493,
崇州市博物馆,四川,2A,103.6848103,30.63458392,
峨边县哈曲解放彝寨,四川,2A,103.0812867,28.97975399,
峨边县黑竹沟底底古彝寨,四川,2A,103.092126,29.02824003,
五渡先锋新寨景区,四川,2A,103.159675,29.19669286,
马边凤鸣会步景区,四川,2A,103.7375689,28.83904922,
东西关钓鱼城,四川,2A,106.128507,30.52159994,
金口河区水墨顺河旅游景区,四川,2A,103.0291608,29.29401662,
金口河区五彩天池旅游景区,四川,2A,103.0309636,29.38186494,
金口河区花溪曙光旅游景区,四川,2A,103.0291608,29.29401662,
犀牛山庄,四川,2A,107.570193,31.28352784,
天池山景区,四川,2A,103.2484442,30.45610338,
禾平田园景区,四川,2A,106.167518,30.91390782,
沙子湾景区,四川,2A,104.1412494,29.99091489,
狮子生态农业景区,四川,2A,104.1186852,30.62478942,
中国脐橙之乡风景旅游区,四川,2A,104.622576,30.73614484,
成都连二里市旅游景区,四川,2A,103.761598,30.70216385,
理县卡子景区,四川,2A,103.4142005,31.56797405,
理县沙坝景区,四川,2A,103.5055381,31.54790124,
南溪区朱德旧居景区,四川,2A,104.9836597,28.84179162,
天府新区大林镇翠湖梨乡,四川,2A,104.0877826,30.29884642,
花熳天下景区,四川,2A,104.7259592,30.64563015,
雁江区临江寺•川味源文化旅游景区,四川,2A,104.6188028,30.24588197,
稻香湾梦幻田园景区,四川,2A,103.264575,29.780043,
春驿花园景区,四川,2A,103.4134471,29.84038974,
越西县河坎村旅游景区,四川,2A,102.462545,28.52727157,
越西县南新村旅游景区,四川,2A,102.4898047,28.593842,
汪家生态蓝莓城,四川,2A,105.9801821,28.02289598,
广汉房湖景区,四川,1A,104.2906889,30.98026551,
阿署达旅游新村旅游景区,四川,1A,101.7757656,26.5447038,
成都市新华公园,四川,1A,104.112037,30.66217289,
峨山老窖景区,四川,5A,103.338432,30.07098024,
贵阳市花溪青岩古镇景区,贵州,4A,106.6926294,26.3379825,
贵阳市云岩黔灵山公园旅游景区,贵州,4A,106.6990082,26.60407299,
贵阳市花溪天河潭景区,贵州,4A,106.586723,26.44743502,
贵阳市修文野生动物园,贵州,4A,106.7000544,26.86756694,
贵阳市乌当保利国际温泉景区,贵州,4A,106.7658427,26.6149171,
贵阳市开阳南江大峡谷景区,贵州,4A,107.0040324,26.95668126,
贵阳市乌当贵御温泉旅游景区,贵州,4A,106.777127,26.62206901,
贵阳市修文桃源河旅游景区,贵州,4A,106.8013798,26.88991916,
贵阳市开阳白马峪旅游景区,贵州,4A,106.7841615,26.99804737,
贵阳市花溪湿地公园（孔学堂）景区,贵州,4A,106.6836598,26.47394081,
贵阳市息烽集中营革命历史纪念馆景区,贵州,4A,106.7482536,27.04507,
贵阳市白云蓬莱仙界·白云休闲农业旅游景区,贵州,4A,106.728806,26.73091,
贵阳市南明阿哈湖湿地公园景区,贵州,4A,106.673892,26.54627,
贵阳市双龙多彩贵州旅游区,贵州,4A,106.7940427,26.53576307,
贵阳市清镇时光贵州旅游区,贵州,4A,106.4747026,26.58198046,
贵阳市修文阳明文化园旅游景区,贵州,4A,106.6171462,26.85080645,
贵阳市双龙多彩贵州“风景眼”文化创意园景区,贵州,4A,106.7827454,26.53860845,
贵阳市修文黔贵六广温泉旅游景区,贵州,4A,106.44428,27.00590699,
贵阳市清镇乡愁贵州景区,贵州,4A,106.413913,26.586007,
贵阳市白云泉湖公园景区,贵州,4A,106.6300888,26.6769503,
贵阳市乌当乐湾国际温泉旅游区,贵州,3A,106.8318668,26.63676609,
贵阳市双龙森林公园景区,贵州,3A,106.759238,26.55286295,
贵阳市南明河滨公园景区,贵州,3A,106.712212,26.57392502,
贵阳市南明甲秀楼景区,贵州,4A,106.7262356,26.57726193,
贵阳市乌当羊昌·花画小镇旅游景区,贵州,3A,106.896554,26.83584395,
贵阳市花溪龙井村景区,贵州,3A,106.6801441,26.33939055,
贵阳市花溪板桥艺术村景区,贵州,3A,106.671314,26.39721202,
贵阳市花溪夜郎谷景区,贵州,3A,106.653126,26.39270702,
贵阳市花溪高坡扰绕景区,贵州,4A,106.863362,26.28638595,
贵安云漫湖休闲景区,贵州,4A,106.442587,26.37676999,
遵义市红花岗遵义会议会址旅游景区,贵州,4A,106.9271256,27.69464277,
遵义市赤水大瀑布景区,贵州,4A,105.75328,28.38213002,
遵义市赤水燕子岩旅游景区,贵州,4A,105.7278461,28.42338029,
遵义市新蒲水上大天门旅游景区,贵州,4A,107.330206,27.66933199,
遵义市习水中国丹霞谷旅游景区,贵州,4A,106.4143018,28.50411269,
遵义市习水四渡赤水纪念馆景区,贵州,4A,106.005372,28.28202298,
遵义市汇川娄山关景区,贵州,4A,106.8618109,28.02665431,
遵义市湄潭天下第一壶茶文化旅游景区,贵州,4A,107.494462,27.76652396,
遵义市湄潭茶海生态园景区,贵州,4A,107.6320729,27.89082919,
遵义市务川仡佬文化旅游景区,贵州,4A,107.970124,28.612659,
遵义市绥阳红果树旅游景区,贵州,4A,107.2962213,28.01012432,
遵义市凤冈茶海之心景区,贵州,4A,107.580737,28.08391796,
遵义市余庆飞龙寨景区,贵州,4A,107.4531102,27.38362247,
遵义市赤水竹海旅游景区,贵州,4A,106.0005002,28.4776841,
遵义市仁怀中国酒文化城旅游景区,贵州,4A,106.3791773,27.85673247,
遵义市赤水佛光岩景区,贵州,4A,105.9548921,28.4063166,
遵义市仁怀茅台酒镇旅游区,贵州,4A,106.3823227,27.85763175,
遵义市赤水四洞沟旅游景区,贵州,4A,105.6549483,28.47473631,
遵义市绥阳双河洞旅游景区,贵州,4A,107.287557,28.25356002,
遵义市桐梓杉坪旅游景区,贵州,4A,106.848817,28.07719699,
遵义市汇川海龙屯旅游景区,贵州,4A,106.867594,27.80437897,
遵义市习水土城古镇景区,贵州,4A,105.999929,28.28665801,
遵义市绥阳双门峡旅游景区,贵州,4A,107.1175419,28.01826511,
遵义市播州苟坝红色旅游景区,贵州,4A,106.586459,27.601106,
遵义市正安桃花源记景区,贵州,4A,107.600074,28.239507,
遵义市桐梓水银河大峡谷旅游景区,贵州,4A,106.983601,28.64201403,
遵义市赤水丙安古镇景区,贵州,4A,105.8378251,28.47492539,
遵义市绥阳清溪峡景区,贵州,3A,107.146485,28.34277702,
遵义市红花岗遵义动物园景区,贵州,3A,106.9000994,27.65088578,
遵义市红花岗湘山寺旅游景区,贵州,3A,106.933806,27.68701359,
遵义市播州枫香温泉旅游景区,贵州,3A,106.499603,27.58995897,
遵义市播州乌江渡旅游景区,贵州,3A,106.768784,27.31920796,
遵义市绥阳汇善谷养生温泉景区,贵州,3A,107.353181,28.20040597,
遵义市绥阳观音岩生态景区,贵州,3A,107.099319,28.07151499,
遵义市仁怀盐津河旅游景区,贵州,3A,106.3666427,27.78814338,
遵义市务川洪渡河漂流景区,贵州,3A,107.845545,28.246461,
遵义市余庆大乌江景区,贵州,3A,107.7157959,27.37866681,
遵义市仁怀中国酒都酱酒文化纪念馆景区,贵州,3A,106.364842,27.94188811,
遵义市播州乡韵庄园景区,贵州,3A,106.866677,27.57940601,
遵义市绥阳鸣泉谷生态旅游区,贵州,3A,107.105254,27.99908297,
遵义市汇川国际温泉旅游区,贵州,3A,106.9467129,27.77391683,
遵义市播州鸭溪杨柳旅游区,贵州,3A,106.7005694,27.59649281,
遵义市播州公园景区,贵州,3A,107.041759,27.72721441,
遵义市仁怀长岗蔺田农庄景区,贵州,3A,106.451626,27.64325199,
遵义市仁怀神采八卦园景区,贵州,3A,106.40787,27.728659,
遵义市仁怀茅台金酱生态酒庄景区,贵州,3A,106.3270656,27.7928455,
遵义市仁怀高大坪金山银水景区,贵州,3A,106.4703175,27.98176508,
遵义市播州洪关太阳坪景区,贵州,3A,106.3392363,27.59947734,
遵义市播州花香龙泉旅游区,贵州,3A,106.8580596,27.56613925,
遵义市播州水泊渡景区,贵州,3A,106.7670682,27.52021119,
遵义市赤水望云峰景区,贵州,3A,105.661687,28.50789303,
遵义市赤水转石奇观景区,贵州,3A,105.7741676,28.4531938,
遵义市凤冈九龙景区,贵州,3A,107.674107,27.83529502,
遵义市红花岗百草园景区,贵州,3A,106.945707,27.57423701,
遵义市红花岗深溪莲池湿地公园景区,贵州,3A,106.995121,27.58605199,
遵义市红花岗思达·遵义乐园旅游区,贵州,3A,106.9211826,27.63065674,
遵义市汇川千果园景区,贵州,3A,106.8618109,28.02665431,
遵义市汇川奥特莱斯旅游区,贵州,3A,106.910795,27.70313695,
遵义市汇川唯一国际旅游区,贵州,3A,106.9474419,27.71548512,
遵义市汇川中国·遵义牡丹园景区,贵州,3A,106.9620585,27.91939483,
遵义市汇川岩底庄景区,贵州,3A,106.93198,27.96839101,
遵义市湄潭八角山乡村旅游景区,贵州,3A,107.521643,27.96188098,
遵义市湄潭万花源景区,贵州,3A,107.5582419,27.7547024,
遵义市湄潭月季苑旅游景区,贵州,3A,107.5935449,27.87191875,
遵义市绥阳螺江九曲公园景区,贵州,3A,107.130481,27.92123271,
遵义市桐梓夜郎水寨旅游景区,贵州,3A,106.8484051,28.22436402,
遵义市桐梓红苗风情旅游景区,贵州,3A,106.9855017,28.23855661,
遵义市桐梓官仓农旅养生旅游区,贵州,3A,106.7510785,28.01852867,
遵义市桐梓尧龙山旅游景区,贵州,3A,106.789285,28.57530304,
遵义市桐梓枕泉翠谷旅游景区,贵州,3A,106.8068634,28.18318853,
遵义市桐梓小西湖旅游景区,贵州,3A,106.8625849,28.14943146,
遵义市桐梓古夜郎旅游景区,贵州,3A,106.8484051,28.22436402,
遵义市桐梓圆满贯旅游景区,贵州,3A,106.678664,28.03136302,
遵义市习水女红军纪念馆景区,贵州,3A,106.0125737,28.27903112,
遵义市习水宋窖博物馆旅游区,贵州,3A,106.005584,28.28250801,
遵义市习水土河荷塘苗乡景区,贵州,3A,106.309975,28.27415598,
遵义市习水石门乡村休闲谷景区,贵州,3A,106.293167,28.38370899,
遵义市习水中国杉王景区,贵州,3A,106.2203347,28.38795749,
遵义市习水犁园景区,贵州,3A,106.6411276,28.49027143,
遵义市红花岗莲池新天地旅游区,贵州,3A,106.7619871,27.73141407,
遵义市余庆红渡景区,贵州,3A,107.7157959,27.37866681,
遵义市正安水车坝景区,贵州,3A,107.3568531,28.57337946,
遵义市播州硕泰旅游景区,贵州,3A,106.877164,27.53759672,
遵义市正安北郊湖公园旅游区,贵州,3A,107.041759,27.72721441,
遵义市新蒲白鹭湖公园景区,贵州,3A,107.0057068,27.67313592,
遵义市新蒲奥林匹克公园景区,贵州,3A,106.0015708,28.54100162,
遵义市播州古韵安村景区,贵州,3A,106.451258,27.64288894,
遵义市播州水韵乌江风情小镇景区,贵州,3A,106.7982372,27.31608848,
遵义市播州花茂旅游景区,贵州,3A,106.5936847,27.62634139,
遵义市习水仙源天池公园景区,贵州,3A,106.6549735,28.42372711,
遵义市习水箐山公园景区,贵州,3A,106.2003611,28.34057915,
遵义市习水文昌公园景区,贵州,3A,106.2202787,28.31206173,
遵义市绥阳万佛洞旅游景区,贵州,3A,107.1353736,28.03341992,
遵义市绥阳卧龙湖旅游景区,贵州,3A,107.099319,28.07151499,
遵义市务川仡佬文化博物馆景区,贵州,3A,107.970124,28.612659,
遵义市务川桃符旅游景区,贵州,3A,107.8948836,28.63646973,
遵义市余庆第三地生态园景区,贵州,3A,107.9036244,27.22949738,
遵义市余庆坊·河滨旅游景区,贵州,3A,107.715775,27.38421397,
遵义市赤水戈千崖景区,贵州,3A,105.998131,28.67757899,
遵义市赤水红石野谷景区,贵州,3A,105.7032149,28.44970867,
