序号,景点名称,地区,评分,评级,地址,评语,价格,销量,省市自治区
67565,三潮水乐园,广西·南宁,0,\N,南宁市近郊马山县白山镇上龙村,综合大型休闲场所,8,80,广西壮族自治区
67656,额尔古纳湿地冰泉度假小镇,内蒙古·呼伦贝尔·额尔古纳湿地景区,0,\N,内蒙古呼伦贝尔市额尔古纳湿地冰泉小镇,突出俄罗斯文化，蒙古文化,0,0,内蒙古自治区
67657,释尼召沙漠绿海乐园,内蒙古·鄂尔多斯·达拉特旗,0,4A景区,内蒙古自治区鄂尔多斯市达拉特旗县树林召镇草原村,营造出高雅独特的景观环境,0,0,内蒙古自治区
67658,纳林湖景区,内蒙古·巴彦淖尔·磴口县,0,\N,内蒙古巴彦淖尔市磴口县，距磴口县城40公里,有大漠明珠之称，可赏美轮美奂之境,0,0,内蒙古自治区
67659,岱海温泉城,内蒙古·乌兰察布·凉城县,0,\N,内蒙古乌兰察布市凉城县岱海镇三苏木乡中水塘村,内蒙古温泉度假休闲胜地,0,0,内蒙古自治区
67660,成吉思汗广场,内蒙古·呼伦贝尔·海拉尔区,0,\N,中国内蒙古自治区呼伦贝尔市海拉尔区胜利大街10,展示了草原之都海拉尔的蒙元文化内涵,0,0,内蒙古自治区
67661,阿拉善和硕特亲王府,内蒙古·阿拉善盟·阿拉善左旗,0,\N,内蒙古阿拉善盟阿拉善左旗巴彦浩特镇,雍正九年（1731年），因阿拉善旗郡王阿宝在参与对准噶尔部噶尔丹的战争中屡立战功，清廷赏定远营为阿拉善和硕特旗札萨克多罗,0,0,内蒙古自治区
67662,黄河滩岛,内蒙古·乌海,0,\N,内蒙古乌海市海南区境内,既有北国的雄浑，又有南国的旖旎,0,0,内蒙古自治区
67664,创智牌楼馆,内蒙古·呼和浩特·武川县,0,\N,内蒙古呼和浩特市呼武公路19公里处。,纯粹的天地山川带给你清凉与舒适的惬意,0,0,内蒙古自治区
67665,中俄蒙国际欢乐雪城,内蒙古·呼伦贝尔·满洲里市,0,\N,内蒙古满洲里市华埠大街2号,冬日拍照旅游游玩圣地,0,0,内蒙古自治区
67666,达尔滨湖国家森林公园,内蒙古·呼伦贝尔·鄂伦春,0,\N,内蒙古呼伦贝尔市鄂伦春自治旗,林海中的“天然公园”,0,0,内蒙古自治区
67667,《一代天骄》演绎,内蒙古·鄂尔多斯·伊金霍洛旗,0,\N,内蒙古鄂尔多斯伊金霍洛旗,演绎蒙古人和大草原生生不息的美妙传奇,0,0,内蒙古自治区
67668,达尔吉林寺,内蒙古·呼伦贝尔·海拉尔区,0,\N,中国内蒙古自治区呼伦贝尔市海拉尔区,一座藏传佛教寺院,0,0,内蒙古自治区
67669,乌梁素海,内蒙古·巴彦淖尔·乌拉特前旗,1,\N,内蒙古巴彦淖尔市乌拉特前旗境内,乌梁素海，位于巴彦淖尔市乌拉特前旗境内、呼和浩特、包头、鄂尔多斯三角地带的边缘，距乌前旗政府所在地西山嘴镇13公里，距1,0,0,内蒙古自治区
67670,铁木真大汗行营,内蒙古·呼伦贝尔·满洲里市,0,\N,内蒙古呼伦贝尔满洲里市铁木真大汗行营,铁木真大汗行营暑期无暑，清凉宜人,0,0,内蒙古自治区
67685,镇北堡西部影城,宁夏·银川·西夏区,0,5A景区,宁夏省银川市西夏区镇北堡西部影城,邂逅“东方好莱坞”,76,8132,宁夏回族自治区
67687,沙坡头旅游区,宁夏·中卫·沙坡头区,1,5A景区,宁夏回族自治区中卫市沙坡头区迎水桥镇,欧亚大通道，古丝绸之路的必经之地,75,4058,宁夏回族自治区
67688,沙湖旅游区,宁夏·石嘴山·平罗县,1,5A景区,宁夏省石嘴山市平罗县境内西大滩（沙湖生态旅游区）,看珍鸟奇禽，群鸟嬉戏的绝佳之地,90,2415,宁夏回族自治区
67690,腾格里湖湿地金沙岛,宁夏·中卫·沙坡头区,0,4A景区,宁夏回族自治区中卫市迎水镇城区西约7公里,沙漠中的伊甸园,44.9,210,宁夏回族自治区
67691,西夏陵,宁夏·银川·西夏区,0.98,4A景区,宁夏回族自治区银川市西夏区贺兰山东麓,赏夏陵冬韵，探神秘古国,85,1292,宁夏回族自治区
67692,黄沙古渡原生态旅游区,宁夏·银川·兴庆区,0.72,4A景区,宁夏银川市兴庆区月牙湖乡,大漠黄河，塞北江南,188,724,宁夏回族自治区
67693,贺兰山岩画,宁夏·银川·贺兰县,0.9,4A景区,宁夏回族自治区银川市贺兰县贺兰山东麓贺兰口,刻在岩石上的金戈铁马,65,744,宁夏回族自治区
67694,六盘玩美乐园,宁夏·固原·原州区,0,\N,宁夏回族自治区固原市原州区上海路(福馨园对面),极富刺激性与趣味性,185,28,宁夏回族自治区
67695,贺兰山国家森林公园（苏峪口）,宁夏·银川·贺兰县,0.74,4A景区,宁夏回族自治区银川贺兰县苏峪口,自然风光和人文景致皆有的生态旅游区,15,242,宁夏回族自治区
67696,张裕摩塞尔十五世酒庄,宁夏·银川·西夏区,0,\N,宁夏银川市西夏区经济技术开发区六盘山路359号。,高档综合型庄园,60,168,宁夏回族自治区
67697,火石寨国家地质公园,宁夏·固原·西吉县,0.78,4A景区,宁夏省固原市西吉县,有堪称四绝的奇山，岩层，茂树，洞窟,45,224,宁夏回族自治区
67698,鸣翠湖国家湿地公园,宁夏·银川·兴庆区,0.72,4A景区,宁夏回族自治区银川市兴庆区掌政镇东1公里,湖光戏柳，草树烟绵，百鸟翔集，鱼跃其间,38,122,宁夏回族自治区
67699,六盘山国家森林公园,宁夏·固原·泾源县,1,4A景区,宁夏回族自治区固原市泾源县,关中平原的天然屏障，三大河流的发源地,85,278,宁夏回族自治区
67700,永宁文化园,宁夏·银川·永宁县,0,4A景区,银川南 宁夏银川市永宁县城西高速路口,领略回族历史宗教风俗文化的多姿多彩,30,32,宁夏回族自治区
67746,扎日南木措,西藏·阿里·措勤县,0,\N,西藏阿里区措勤县东北,植物生长良好，是藏北良好的牧场之一,0,0,西藏自治区
67747,桑丹康桑,西藏·那曲·那曲县,0.72,\N,藏北那曲县古露乡境内的青藏公路旁,在藏北高原众多山峰中，桑丹康桑雪山较为著名，在宗教上被相应尊为二十五位仙境居士之一，依附于此山的神叫“夜叉岗布桑布”，是,0,0,西藏自治区
67748,德宗温泉,西藏·拉萨·墨竹工卡县,0.7,\N,西藏拉萨墨竹工卡县,历史久远，正面望去如一面巨大的“玉壁”,0,0,西藏自治区
67749,来古冰川,西藏·昌都·八宿县,0,\N,西藏昌都地区八宿县然乌镇,冰川景象雄伟壮丽，壮观异常,0,0,西藏自治区
67750,孜珠寺,西藏·昌都·丁青县,0.72,\N,西藏昌都地区丁青县觉恩乡境内的孜珠山上,孜珠寺位于丁青县觉恩乡境内的孜珠山上，离县城约37公里、三千年以前。孜珠寺是苯教著名高僧罗邓宁波，仁增康珠于十四世纪中期,0,0,西藏自治区
67751,比如骷髅墙,西藏·那曲·那曲县,0.74,\N,西藏那曲比如县境内,研究人类丧葬文化的绝好例证,0,0,西藏自治区
67753,强钦寺,西藏·日喀则·日喀则市,0,\N,西藏日喀则地区日喀则市仁布县境内,西藏三大强巴佛之一,0,0,西藏自治区
67754,夏鲁寺,西藏·日喀则·日喀则市,0.72,\N,西藏日喀则市东南20公里处的春堆区,夏鲁寺是西藏夏鲁教派的著名寺庙，寺名“夏鲁”就是新生的幼芽或嫩叶的意思。位于市东南22公里处的夏鲁村，出日喀则向南走20,0,0,西藏自治区
67755,希夏邦玛峰,西藏·日喀则·聂拉木县,0,\N,西藏省日喀则聂拉木县,海拔8012，为世界第十四高峰，该峰北坡地形复杂，山势陡峭，布满了冰裂隙。野博,0,0,西藏自治区
67756,刚坚寺,西藏·日喀则·萨迦县,0,\N,西藏自治区日喀则萨迦县,\N,0,0,西藏自治区
67757,宗山遗址,西藏·日喀则·江孜县,0.78,\N,西藏自治区日喀则地区日喀则市,建筑高大宏伟，居高临下，气势壮丽,0,0,西藏自治区
67758,敏珠林寺,西藏·山南·扎囊县,0.76,3A景区,西藏自治区山南扎囊县扎其乡敏珠林村,四面群山环抱，山青水秀，环境十分优美,0,0,西藏自治区
67759,阿里科加寺,西藏·阿里·普兰县,0.7,\N,阿里普兰县东南约100公里,寺里供奉的文殊菩萨曾得高僧仁钦桑市加持,0,0,西藏自治区
67760,布托湖,西藏·昌都·丁青县,0.7,\N,西藏昌都市丁青县城北约25公里处,两个不同面积的高山湖泊的通称，景色优美,0,0,西藏自治区
67791,策满林,西藏·拉萨·城关区,0,\N,西藏拉萨市城关区大昭寺北,藏语意为长寿寺，为拉萨四大丛林之一,0,0,西藏自治区
67792,乃琼寺,西藏·拉萨·城关区,0,\N,西藏拉萨市城关区,壁画色彩浓重辉煌，独具特色，值得一看,0,0,西藏自治区
67793,林芝桃花节,西藏·林芝,0,\N,西藏省林芝市巴宜区八一镇的东南方约5公里处,雪域江南,0,0,西藏自治区
67794,下密寺,西藏·拉萨·城关区,0.72,\N,西藏自治区拉萨市城关区,下密寺始建于1433年，是宗喀巴弟子为弘扬和修习密宗而兴建的密乘修院。从外面看，下迷寺也是不怎么起眼，也是不设岗不用买票,0,0,西藏自治区
67795,温泉湖温泉,西藏·阿里·改则县,0,\N,西藏自治区阿里地区改则县,西藏西部第三个朝圣景点，寺庙中佛雕众多,0,0,西藏自治区
67796,五明佛学院,西藏·昌都·江达县,0,\N,西藏自治区昌都地区江达县,如众星拱月般簇拥着几座金碧辉煌的大殿,0,0,西藏自治区
67797,热振寺,西藏·拉萨·林周县,0.7,\N,西藏拉萨林周县唐果乡境内,寺已毁，现仅存遗址,0,0,西藏自治区
67798,雅砻河,西藏·山南·乃东县,0.86,\N,西藏-山南地区南部,是西藏古代文明的摇篮,0,0,西藏自治区
67799,曲典尼玛尼姑庵,西藏·日喀则·日喀则市,0,\N,西藏日喀则市,相传，长时间站在湖边，可从湖中看到自己死后的脱生之地。信教群众把自己珍惜的东西投入湖中以祈祷来世幸福。离“观相湖”半公里,0,0,西藏自治区
67800,西藏格林丹东温泉酒店,西藏·昌都·芒康县,0,\N,西藏自治区昌都地区芒康县曲孜卡乡温泉度假区,酒店温泉地处西藏芒康县曲孜卡乡政府境内，面对滔滔的澜沧江。在这里可游览别具一格、素有“西藏江南”之称的田园风光，给人一种,0,0,西藏自治区
67801,格拉丹东温泉商务酒店,西藏·昌都·芒康县,0,\N,西藏地区芒康县曲孜卡旅游度假村（距离芒康县城100公里左右）,带给您回归田园生活的温馨感觉,0,0,西藏自治区
67802,拉萨游乐园,西藏·拉萨·城关区,0.7,\N,西藏自治区拉萨市色拉路30号,大型游乐场所,0,0,西藏自治区
67803,红柳滩,西藏·阿里·噶尔县,0.72,\N,西藏阿里地区噶尔县狮泉河谷,红柳枝叶相连，蔚为壮观,0,0,西藏自治区
67804,康布温泉,西藏·日喀则·亚东,0,\N,西藏日喀则地区亚东县,"康布，汉语意思为药王沟。是日喀则地区""三大""有名的温泉之一。在不丹、锡金享有世界药王泉之声誉。位于亚东县康布乡康布村的一",0,0,西藏自治区
67805,当惹雍错,西藏·那曲·那曲县,0.72,\N,西藏那曲县,苯教徒心目中的神湖，四周景色宜人,0,0,西藏自治区
67866,日布寺,西藏·日喀则·日喀则市,0,\N,西藏日喀则地区日喀则市夏鲁寺西南4公里的克曲拉培山麓,诵经大殿供有夏鲁派历代传教大师佛像,0,0,西藏自治区
67867,桑噶方托寺,西藏·山南·洛扎县,0.7,\N,西藏山南地区洛扎县,逐步形成了遍布全藏的噶举教派,0,0,西藏自治区
67868,中流砥柱,西藏·林芝·工布江达县,0,\N,西藏自治区林芝地区工布江达县,工布地区的守护神工尊德姆修炼时的座椅,0,0,西藏自治区
67870,甲噶东赞景区,西藏·林芝·工布江达县,0,\N,西藏>林芝,甲噶东赞生态景区是由一个云南援藏干部带领村民做起来的，包括观赏猕猴，阿沛的下属庄园，还有到藏民家做客。,0,0,西藏自治区
67871,扎希寺,西藏·拉萨·城关区,0.7,\N,在西藏拉萨市北郊,天高云淡，绿树环抱，寺庙建筑保存完整,0,0,西藏自治区
67872,维色寺,西藏·昌都·芒康县,0,\N,西藏自治区昌都地区芒康县,宗教色彩浓厚，藏区十八呼图克图之一,0,0,西藏自治区
67873,东久自然保护区,西藏·林芝·林芝县,0.7,\N,西藏林芝市林芝县东久自然保护区,保护区以保护赤斑羚等野生动物和它们生存所需的特定环境为目的，这里山高谷深，水流湍急，森林茂密，冰峰雪岭互相辉映，溪流瀑布,0,0,西藏自治区
67874,拉加里王宫遗址,西藏·山南·曲松县,0.72,\N,西藏山南区曲松县城南侧,现存部分为一基本完整的院式宫殿,0,0,西藏自治区
67875,平措林寺,西藏·日喀则·日喀则市,0.7,\N,西藏日喀则市拉孜县平措林乡,寺内保存有大量珍贵的老壁画和镀金铜佛像,0,0,西藏自治区
67876,马卡鲁山,西藏·日喀则·日喀则市,0.7,\N,西藏日喀则,马卡鲁山海拔8463米，是世界上排名第五位的高峰。地处喜玛拉山脉中段，位于珠峰东南方向24公里处，沿西北山脊和东南山脊为,0,0,西藏自治区
67877,启孜峰,西藏·阿里,0,\N,西藏阿里市,四周雪峰林立，观光旅游的好地方,0,0,西藏自治区
67878,仁达摩崖造像,西藏·昌都·察雅县,0.7,\N,察雅县旺布乡境内丹玛山崖,仁达摩崖造像位于察雅县旺布乡境内丹玛山崖。当地群众依据造像而称之为仁达大日如来殿。造像利用丹玛山峭壁岩石依山雕凿而成。分,0,0,西藏自治区
67879,达木寺,西藏·那曲·比如,0,\N,西藏那曲地区比如县茶曲乡,著名而神秘的骷髅墙位于西藏那曲地区的比如县茶曲乡的达木寺内。达木寺是建在一个不高的山岗上，骷髅墙砌在寺院的一个门也上了锁,0,0,西藏自治区
67880,绒布冰川,西藏·日喀则·日喀则市,0.72,\N,西藏日喀则,地处珠穆朗玛峰脚下,0,0,西藏自治区
67896,扎塘寺,西藏·山南·扎囊县,0.7,\N,西藏自治区山南地区扎囊县,历史悠久，保存许多壁画,0,0,西藏自治区
67897,冲康,西藏·林芝·朗县,0,\N,西藏林芝地区朗县,十三世达赖喇嘛出生地，古木参天,0,0,西藏自治区
67898,琼果林景区,西藏·林芝·林芝县,0,\N,西藏林芝地区林芝县布久乡,一清一浊两条江河水融之处,0,0,西藏自治区
67899,沱沱河气象站,西藏·那曲·那曲县,0.7,\N,西藏那曲县,长江源头唐古拉山麓，屹立着一座设备先进而齐全的气象观测基本站——沱沱河气象站，坐落在海拔4700多米处。总面积约250平,0,0,西藏自治区
67900,马卡鲁峰,西藏·日喀则·日喀则市,0.72,\N,西藏日喀则市,海拔8463米，位于喜马拉雅山脉中段，其西北方向距珠穆朗玛峰24公里，沿西北--东南山脊为界，北侧在中国西藏境内，南侧在,0,0,西藏自治区
67901,宁金抗沙峰,西藏·日喀则·日喀则市,0.72,\N,在雅鲁藏布江之南，喜玛拉雅山以北,宁金抗沙峰在雅鲁藏布江之南，喜玛拉雅山以北，有一条延伸360多公里的山脉，藏族人民把它叫做拉轨岗日山。拉轨岗日山的东面是,0,0,西藏自治区
67902,东嘎皮央,西藏·阿里·扎达县,0.7,\N,扎达以北40公里处,这是在1992年才被发现的石窟壁画遗址，位于扎达以北40公里处。东嘎是扎达县的一个靠山临水，只有十几户人家的小村庄，在“,0,0,西藏自治区
67903,谷布神山,西藏·昌都·昌都县,0.7,\N,西藏昌都县日通乡与如意乡交界处,登上峰顶，群山尽收眼底，“一览众山小”,0,0,西藏自治区
67904,藏王墓,西藏·山南·琼结县,0.74,\N,西藏山南地区琼结县境内,松赞干布和文成公主都长眠于此。藏王墓位于西藏山南地区琼结县境内，是吐蕃王朝时期第29代赞普至第40代（末代）赞普、大臣及,0,0,西藏自治区
67905,囊色林庄园,西藏·山南·扎囊县,0.7,\N,西藏扎囊县扎囊乡,位于扎囊县扎囊乡，与桑耶寺隔江相望，距泽当镇25公里。该庄园是现今西藏保存较为完整的古老贵族庄园，属山南地区重点文物保护,0,0,西藏自治区
67906,苯日神山漂流,西藏·林芝·苯日神山,0,\N,西藏省林芝林芝县驻地普拢的东南方苯日神山内,征服西藏，征服苯日神山漂流,0,0,西藏自治区
67907,木如寺印经院,西藏·拉萨·城关区,0.72,\N,西藏拉萨市城关区北京东路13号,西藏目前仅有的一家佛经印刷厂,0,0,西藏自治区
67908,南尼寺,西藏·日喀则·日喀则市,0.7,\N,西藏日喀则地区康马县,在日喀则康马县境内北部，距江孜县城12公里。建于吐蕃王朝时期，距今已有1200多年的历史。该寺曾信奉过宁玛派、噶当派，现,0,0,西藏自治区
67909,恰嘎曲德寺,西藏·山南·桑日县,0.7,\N,西藏山南桑日县绒乡境内,占地面积2000平方米，建于16世纪末，属格鲁派。为受第三世达赖喇嘛旨意而兴建的格鲁派寺院。寺内壁画众多，题材广泛。现僧,0,0,西藏自治区
67910,觉囊寺,西藏·日喀则·拉孜县,0.7,\N,西藏拉萨日喀则拉孜县欧布琼山山腰处,历史悠久，建有一座“万佛一见得解塔”,0,0,西藏自治区
67926,宁夏银川市泰迪熊主题乐园,宁夏·银川·兴庆区,0,\N,宁夏银川市兴庆区蓝泰广场3层,西北首家泰迪熊主题乐园，是来自英国的泰迪熊品牌在中国打造的第八个泰迪熊主題乐园，乐园营业面积3500㎡，是目前全区为数不,39,60,宁夏回族自治区
67927,南华山,宁夏·中卫·海原县,0.7,\N,宁夏中卫市海原县,山形似莲花，气候凉爽，牧草丰茂,98,89,宁夏回族自治区
67929,宁夏大型旅游演出秀《千寻宁夏》,宁夏·银川,0,\N,宁夏银川市镇北堡温泉小镇中心,展现独具特色的的人文精神,108,77,宁夏回族自治区
67930,宁夏川民俗园,宁夏·银川,0,\N,银川市永宁县城西高速路口,\N,30,57,宁夏回族自治区
67931,万和水世界,宁夏·固原·原州区,0,\N,固原市原州区中山北街,大型综合场馆,59,50,宁夏回族自治区
67932,皮划艇训练基地,宁夏·银川,0,\N,宁夏壮族自治区银川市海宝公园,水上运动项目,63,40,宁夏回族自治区
67933,陶然水岸皮划艇训练营地,宁夏·银川·金凤区,0,\N,银川市金凤区陶然水岸码头皮划艇训练营地,\N,63,50,宁夏回族自治区
67934,六盘山红军长征景区,宁夏·固原·隆德县,0,4A景区,宁夏固原市隆德县杨家店村六盘山红军长征景区,首批中国100个经典红色旅游景区,0,0,宁夏回族自治区
67935,银川当代美术馆,宁夏·银川,0,\N,宁夏回族自治区银川市兴庆区禾乐路12号,大西北地区黄河畔的专业当代美术馆,0,0,宁夏回族自治区
67936,《西夏盛典》,宁夏·银川,0,\N,宁夏银川镇北堡温泉小镇西夏盛典大剧院(西部影视城对面）,一个英雄与荣耀的故事,0,0,宁夏回族自治区
67937,平罗玉皇阁,宁夏·石嘴山·平罗县,1,3A景区,宁夏省石嘴山平罗县城北大街与富民街交汇处,造型独特，气势雄伟，大型道教寺院,0,0,宁夏回族自治区
67938,银川瑞信天沐小镇冰雪王国,宁夏·银川·西夏区,0,\N,宁夏银川市西夏区镇北堡镇瑞信?镇北堡（天沐）温泉度假小镇东门，镇北堡影视城对面,打破季节限制，给您夏季的酷爽,0,0,宁夏回族自治区
67939,银川御泉湾温泉,宁夏·银川·兴庆区,0,\N,宁夏银川市兴庆区胜利南街543号,水中含有多种矿物质元素,0,0,宁夏回族自治区
67940,黄河横城国际休闲度假旅游区,宁夏·银川·兴庆区,0,4A景区,宁夏回族自治区银川市兴庆区黄河大桥北侧,宁夏黄河金岸著名的旅游度假胜地,0,0,宁夏回族自治区
68016,宁夏银川览山剧场,宁夏·银川·金凤区,0,\N,宁夏省银川市丰登镇派出所览山公园治安室附近,实景舞台演出,0,0,宁夏回族自治区
68017,冰河世纪真冰滑冰场,宁夏·银川,0,\N,银川市丽景北街中国穆斯林国际商贸城主楼4层D区,冰河世纪真冰滑冰场,0,0,宁夏回族自治区
68018,大漠边关,宁夏·中卫·沙坡头区,0,\N,宁夏回族自治区中卫市沙坡头区机场北侧200米大漠边关景区（距市区9公里）,回顾历史的轨迹，感受大自然的神奇,0,0,宁夏回族自治区
68019,一百零八塔,宁夏·吴忠·青铜峡市,1,\N,宁夏回族自治区吴忠市青铜峡市青铜峡水库西岸崖壁下,位于黄河西岸一处陡峭的山坡上。这里原是规模宏大的寺庙建筑群，如今，绝大部分以毁灭湮没，仅塔林独存。这一百零八塔自上而下排,0,0,宁夏回族自治区
68020,中华回乡文化园,宁夏·银川·永宁县,0,\N,宁夏回族自治区银川市永宁县其他京藏高速公路永宁出口(近纳家户清真大寺),宁夏川民俗园,0,0,宁夏回族自治区
68021,阅海公园国际梦幻灯光节,宁夏·银川·阅海欢乐岛,0,\N,宁夏银川市满城北街阅海欢乐岛,色彩上相互映衬，灯光斑斓闪烁引人,0,0,宁夏回族自治区
68022,凤凰花溪谷,宁夏·银川·兴庆区,0,\N,宁夏回族自治区银川市兴庆区掌政镇洼路村北京东路镇洼路出口800米,丝绸之路上一望无际的花海,0,0,宁夏回族自治区
68023,连兴社相声大会,宁夏·银川·兴庆区,0,\N,宁夏银川市兴庆区民族南街85号（宁夏文化馆北门）,保留相声古朴风韵，是休闲娱乐的绝佳选择,0,0,宁夏回族自治区
68024,北长滩,宁夏·中卫·沙坡头区,0,\N,宁夏省中卫市沙坡头北长滩景区,宁夏首批“全国历史文化名村”,0,0,宁夏回族自治区
68025,黄鹤楼水上乐园,宁夏·中卫·沙坡头区,0,\N,宁夏中卫市沙坡头区沙桥头向南200米鼓楼西街宜居家园(原黄鹤楼游泳馆),集游泳餐饮娱乐于一体的水上活动中心,0,0,宁夏回族自治区
68026,大漠沙湖滑雪场,宁夏·石嘴山·沙湖旅游区,0.7,\N,宁夏省石嘴山市平罗县宁夏沙湖生态旅游区,冰面娱乐设施充满童趣，休闲滑雪绝佳去处,0,0,宁夏回族自治区
68027,纳家户清真寺,宁夏·银川·永宁县,0.72,\N,宁夏回族自治区银川永宁县纳家户清真寺,传统的中古式建筑寺院,0,0,宁夏回族自治区
68028,大武口森林公园,宁夏·石嘴山·大武口区,0.7,\N,宁夏石嘴山市,大武口森林公园位于大武口区西北部，背依贺兰山，怀抱大武口市区，规划建设面积667公顷，按规划将建成融游憩、娱乐、生产、野,0,0,宁夏回族自治区
68029,银山马会,宁夏·银川·贺兰县,0,\N,宁夏银川市贺兰县朔方北街习岗路向东500米,专业训练场地和比赛场地,0,0,宁夏回族自治区
68030,景城公园,宁夏·银川,0,\N,宁夏银川市滨河新区星河街,独特的人文景观，生态氧吧,0,0,宁夏回族自治区
68106,尼果自然保护区,西藏·昌都·芒康县,0.7,\N,西藏昌都芒康县宗沙乡境内,有茂密的森林生存着丰富的珍稀野生动物,0,0,西藏自治区
68107,拿渣庙,西藏·昌都·八宿县,0,\N,西藏自治区昌都地区八宿县,有充分的历史资料和文物遗存,0,0,西藏自治区
68108,拉布吉康峰,西藏·日喀则·定日县,0.7,\N,西藏日喀则定日县,在喜玛拉雅山中段，希夏邦马峰和卓奥友峰之间，有一支山脉向北伸 出，它是西藏聂拉木县与定曰县的界山，人们把它称做拉布吉康山,0,0,西藏自治区
68109,格登曲廓林寺,西藏·日喀则·南木林县,0.7,\N,西藏日喀则南木林县,系噶玛噶举红帽系主寺，13座换教寺之一,0,0,西藏自治区
68110,果布白宗山,西藏·昌都·昌都县,0.7,\N,西藏昌都市昌都县,盛夏之季，朝拜群众络绎不绝,0,0,西藏自治区
68111,拉妥湿地,西藏·昌都·贡觉县,0,\N,西藏自治区昌都贡觉县拉妥乡,澜沧江支流昌曲重要的水源涵养地,0,0,西藏自治区
68112,嘎玛特色文化走廊,西藏·昌都·昌都县,0,\N,西藏自治区昌都昌都县嘎玛乡,\N,0,0,西藏自治区
68113,莽措湖,西藏·昌都·芒康县,0.7,\N,西藏昌都芒康县中部莽岭乡,仿佛人间仙境，使人心旷神怡,0,0,西藏自治区
68114,卓奥友峰,西藏·日喀则·日喀则市,0.74,\N,西藏自治区日喀则地区定日县,卓奥友峰，海拔8201米，是世界排名第六位的高峰。位于东经86.6度，北纬28度的中尼边界上，山峰以东北山脊和西南山脊为,0,0,西藏自治区
68115,次仁降寺,西藏·山南·琼结县,0,\N,西藏自治区山南地区琼结县,深山之中，鲜为人知,0,0,西藏自治区
68116,德木寺遗址,西藏·林芝·林芝县,0,\N,西藏林芝地区林芝县,德木寺是西藏历史上一个重要的文化符号，鲁朗这个名称也与其息息相关。四世德木活佛与五世达赖喇嘛进京，五世达赖经过这个地方的,0,0,西藏自治区
68117,茶园生态旅游区,西藏·林芝·林芝县,0.7,\N,西藏林芝县,该区包括通麦、易贡、八盖三乡，主要景观有茶园、铁山、易贡湖、寺庙、“十勇士纪念碑”等。该区茶园广阔茂盛，森林茂密、环境清,0,0,西藏自治区
68118,多吉扎寺,西藏·山南·贡嘎县,0.7,\N,贡嘎县雅鲁藏布江北岸,16世纪末叶由藏传佛教宁玛派（红教）僧人扎西道杰兴建，为宁玛派在西藏的重要寺院之一，与敏珠林寺齐名。清康熙五十七年（17,0,0,西藏自治区
68119,扎羊宗溶洞,西藏·山南·扎囊县,0.72,\N,西藏山南地区扎囊县阿扎村扎羊宗山,天然钟乳石状似佛灯，叩石有清脆的声响,0,0,西藏自治区
68120,生钦朗扎山,西藏·昌都·江达县,0.72,\N,西藏昌都市江达县,生钦郎扎神山是康区二十五座佛教神山之一。生钦郎扎神山规模较大，骑马转一圈需一天的时间。按照传统的说法，该山约有几十个参观,0,0,西藏自治区
68196,嘎学岩画,西藏·昌都·八宿县,0.7,\N,西藏昌都地区八宿县巴冬牧场处,佛教的思想也反映在绘画上,0,0,西藏自治区
68197,吉斯寺,西藏·昌都·芒康县,0,\N,西藏昌都地区芒康县宗西乡境内,目前僧人有八十多名。该寺有一座“释迦牟尼像”据说是唐朝时期的文物，是大昭寺“释迦牟尼像”的前身。有对“嘎东曲登”也是唐朝,0,0,西藏自治区
68198,布拉丹山,西藏·山南·加查县,0,\N,西藏自治区山南加查县,登顶俯瞰，可饱览藏南谷地的秀丽风光,0,0,西藏自治区
68199,加查碉楼,西藏·山南·加查县,0,\N,西藏自治区山南地区加查县,靠山临江，两面皆为悬崖峭壁，地势险峻,0,0,西藏自治区
68200,拉乌山,西藏·昌都·芒康县,0,\N,西藏自治区昌都地区芒康县,拉乌山，海拔4338米，位于西藏自治区昌都。,0,0,西藏自治区
68201,巴钦皓寺,西藏·日喀则·日喀则市,0,\N,西藏日喀则市年木乡,巴钦皓寺位于西藏日喀则皓衮圣山前坡上，属于藏传佛教宁玛巴寺院。为此藏法脉、气脉的完整传承寺院及胜乐金刚修行道场。,0,0,西藏自治区
68202,朗巴郎增,西藏·昌都·芒康县,0.7,\N,西藏昌都芒康县然堆村,雕刻精美，线条柔和，形象逼真，艺术精品,0,0,西藏自治区
68203,东坝野生葡萄田园风光,西藏·昌都·左贡县,0.7,\N,西藏昌都左贡县东坝乡,设计精妙，做工精细，风格独特,0,0,西藏自治区
68204,协格尔曲德寺,西藏·日喀则·定日县,0.7,\N,日喀则定日县境内,在日喀则定日县境内，建于1385年。各教派曾共存于此，萨迦教、夏鲁教、格鲁教各拥有7个扎仓。寺院有15个殿堂，主供佛为释,0,0,西藏自治区
68205,绒玛岩画和温泉,西藏·那曲·那曲县,0.7,\N,西藏那曲县,那曲绒玛一带的山上有很多远古时代留存下来的岩画。随着季节及时间的变化，许多石头会呈现出不同的图画。此地还有一数百平方米的,0,0,西藏自治区
68207,洛子峰,西藏·日喀则·日喀则市,0.72,\N,西藏日喀则市定日县,位于东经86.9度，北纬27.9度,0,0,西藏自治区
68231,皇家大马戏,宁夏·银川,0,\N,宁夏银川滨河新区景城公园,魔幻时空皇家马戏狂欢季,0,0,宁夏回族自治区
68232,中卫市体育馆,宁夏·中卫,0,\N,宁夏中卫市沙坡头区中卫府前路以南，平安大道以北,乙类中型体育馆,0,0,宁夏回族自治区
